Salmon Maki,27,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Tuna Maki,30,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Tuna Maki,32,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Roll Maki,35,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Cucumber Sesame Maki,18,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Salmon Spring,28,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Tuna Spring,30,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Avocado Cheese Spring,19,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Classic,75,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Classic Mix,95,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Salmon Lovers,95,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Super Salmon,105,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
California Dream,105,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Sunset,115,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Box For 2 Classic (42 Pieces),195,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Box For 2 Deluxe (44 Pieces),235,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Blackbox Classic (58 Pieces),320,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Blackbox Deluxe (58 Pieces),420,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Miso Soup,11,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Miso Soup,12,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Plain Rice,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Vinegared Rice,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Herbs Rice,11,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Cabbage Salad,11,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Coleslaw Wasabi Salad,16,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Carrot and Orange Salad,16,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Edamame ,17,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Spicy Edamame,18,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Seaweed salad,30,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Baby Spinach Salad,22,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Quinoa Salad,24,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Mochi,32,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Chocolate Fondant,32,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Lemon Tart,25,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Tiramisu,28,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
New York Baked Cheesecake,28,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Fresh Pineapple,16,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Fresh Fruit Salad,17,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Fresh Mango,19,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Pepsi – 300 ml ,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Diet Pepsi – 300 ml ,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Seven Up – 300 ml ,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Aquafina – 500 ml ,8,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Badoit Sparkling Water 500ml,14,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Evian Mineral Water 500ml,14,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Evian Mineral Water 500ml,14,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Coconut Water 330ml,21,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Organic Apple & Ginger 250ml,21,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
"Peach, Mango & Jasmine White Peony Iced Tea 473ml",21,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
"Hibiscus, Pomegranate & Rose Flower Iced Tea 473ml",21,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Qcumber 330ml,23,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Diet 7UP,10,SushiArt,https://deliveroo.ae/menu/dubai/al-maryah-island/sushi-art-galleria-mall?day=today&time=ASAP,Deliveroo
Dinner Meal,27,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Mighty Zinger Combo,26.50,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Twister Combo,17,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
9 Pcs Super Bucket,76.50,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Chicken Popcorn,7.50,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Twister Box,20,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Super Dinner Meal,30.50,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Zinger Shrimp Box ,35,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Zinger Shrimp Supreme ,18.50,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Zinger Shrimp Supreme Combo,24,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Twister Box,20,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Fiery Twister Box,24,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
Cheese Jalapeno Twister Box,25,KFC,https://deliveroo.ae/menu/abu-dhabi/al-zahiyah/kfc-tourist-club-area?day=today&time=ASAP,Deliveroo
